2023-10-01 12:04:02, user_id=1004, action=login
2023-10-01 18:49:29, user_id=1005, action=login
2023-10-01 18:52:46, user_id=1001, action=logout
2023-10-01 18:53:47, user_id=1003, action=logout
2023-10-01 18:55:05, user_id=1002, action=login
2023-10-01 18:57:23, user_id=1001, action=login
2023-10-01 18:58:20, user_id=1005, action=login
2023-10-01 19:01:05, user_id=1001, action=view_page
2023-10-01 19:05:41, user_id=1005, action=view_page
2023-10-01 19:08:04, user_id=1004, action=view_page
2023-10-01 19:10:53, user_id=1002, action=login
2023-10-01 19:13:56, user_id=1002, action=logout
2023-10-01 19:14:48, user_id=1004, action=view_page
2023-10-01 19:16:17, user_id=1003, action=logout
2023-10-01 19:18:42, user_id=1005, action=view_page
2023-10-01 19:23:07, user_id=1004, action=view_page
2023-10-01 19:27:04, user_id=1002, action=login
2023-10-01 19:28:58, user_id=1002, action=login
2023-10-01 19:33:47, user_id=1005, action=logout
2023-10-01 19:35:19, user_id=1004, action=view_page
2023-10-01 19:40:06, user_id=1003, action=view_page
2023-10-01 19:42:19, user_id=1004, action=view_page
2023-10-01 19:47:08, user_id=1002, action=view_page
2023-10-01 19:48:43, user_id=1002, action=view_page
2023-10-01 19:50:28, user_id=1003, action=view_page
2023-10-01 19:51:54, user_id=1005, action=logout
2023-10-01 19:53:44, user_id=1001, action=view_page
2023-10-01 19:57:08, user_id=1003, action=view_page
2023-10-01 19:59:26, user_id=1003, action=login
2023-10-01 20:07:04, user_id=1005, action=login
2023-10-01 20:11:30, user_id=1003, action=view_page
2023-10-01 20:14:13, user_id=1001, action=logout
2023-10-01 20:18:21, user_id=1005, action=logout
2023-10-01 20:20:46, user_id=1001, action=logout
2023-10-01 20:22:42, user_id=1001, action=logout
2023-10-01 20:23:57, user_id=1003, action=logout
2023-10-01 20:26:20, user_id=1005, action=view_page
2023-10-01 20:30:19, user_id=1002, action=login
2023-10-01 20:33:06, user_id=1005, action=login
2023-10-01 20:34:49, user_id=1003, action=logout
2023-10-01 20:36:37, user_id=1004, action=logout
2023-10-01 20:40:48, user_id=1005, action=view_page
2023-10-01 20:42:16, user_id=1001, action=login
2023-10-01 20:44:21, user_id=1003, action=logout
2023-10-01 20:44:44, user_id=1001, action=login
2023-10-01 20:47:42, user_id=1001, action=logout
2023-10-01 20:55:43, user_id=1005, action=login
2023-10-01 20:57:44, user_id=1005, action=login
2023-10-01 20:59:11, user_id=1001, action=logout
2023-10-01 21:02:59, user_id=1005, action=logout
2023-10-01 21:04:20, user_id=1005, action=logout
2023-10-01 21:04:58, user_id=1005, action=logout
2023-10-01 21:07:43, user_id=1005, action=view_page
2023-10-01 21:08:50, user_id=1001, action=login
2023-10-01 21:09:57, user_id=1004, action=login
2023-10-01 21:12:49, user_id=1004, action=logout
2023-10-01 21:13:43, user_id=1001, action=login
2023-10-01 21:14:09, user_id=1005, action=view_page
2023-10-01 21:17:50, user_id=1002, action=logout
2023-10-01 21:21:28, user_id=1005, action=logout
2023-10-01 21:23:55, user_id=1001, action=view_page
2023-10-01 21:28:51, user_id=1003, action=logout
2023-10-01 21:33:44, user_id=1001, action=login
2023-10-01 21:37:38, user_id=1003, action=login
2023-10-01 21:39:33, user_id=1005, action=view_page
2023-10-01 21:46:22, user_id=1001, action=view_page
2023-10-01 21:49:17, user_id=1005, action=login
2023-10-01 21:51:09, user_id=1003, action=login
2023-10-01 21:57:48, user_id=1003, action=view_page
2023-10-01 22:01:46, user_id=1001, action=login
2023-10-01 22:02:45, user_id=1003, action=login
2023-10-01 22:03:30, user_id=1001, action=logout
2023-10-01 22:04:22, user_id=1004, action=login
2023-10-01 22:08:10, user_id=1004, action=view_page
2023-10-01 22:10:33, user_id=1005, action=view_page
2023-10-01 22:13:50, user_id=1002, action=view_page
2023-10-01 22:14:24, user_id=1002, action=logout
2023-10-01 22:18:04, user_id=1003, action=view_page
2023-10-01 22:22:14, user_id=1005, action=login
2023-10-01 22:23:35, user_id=1002, action=view_page
2023-10-01 22:29:57, user_id=1005, action=logout
2023-10-01 22:34:19, user_id=1005, action=view_page
2023-10-01 22:38:16, user_id=1004, action=view_page
2023-10-01 22:41:25, user_id=1004, action=view_page
2023-10-01 22:45:18, user_id=1003, action=view_page
2023-10-01 22:47:33, user_id=1003, action=login
2023-10-01 22:48:26, user_id=1001, action=logout
2023-10-01 22:52:33, user_id=1005, action=view_page
2023-10-01 22:55:49, user_id=1005, action=login
2023-10-01 22:58:15, user_id=1004, action=logout
2023-10-01 23:01:45, user_id=1001, action=login
2023-10-01 23:05:41, user_id=1005, action=logout
2023-10-01 23:09:03, user_id=1002, action=view_page
2023-10-01 23:12:12, user_id=1001, action=view_page
2023-10-01 23:12:44, user_id=1003, action=logout
2023-10-01 23:17:30, user_id=1001, action=view_page
2023-10-01 23:20:36, user_id=1005, action=logout
2023-10-01 23:24:13, user_id=1004, action=login
2023-10-01 23:27:02, user_id=1001, action=login
2023-10-01 23:31:15, user_id=1003, action=login
2023-10-01 23:35:48, user_id=1004, action=logout
2023-10-01 23:39:37, user_id=1005, action=logout
2023-10-01 23:39:58, user_id=1001, action=login
2023-10-01 23:44:05, user_id=1002, action=view_page
2023-10-01 23:48:54, user_id=1001, action=view_page
2023-10-01 23:50:45, user_id=1002, action=view_page
2023-10-01 23:55:05, user_id=1002, action=logout
2023-10-01 23:59:27, user_id=1003, action=logout
2023-10-02 00:00:54, user_id=1003, action=logout
2023-10-02 00:04:09, user_id=1005, action=logout
2023-10-02 00:05:30, user_id=1004, action=login
2023-10-02 00:07:42, user_id=1002, action=login
2023-10-02 00:09:21, user_id=1005, action=view_page
2023-10-02 00:14:05, user_id=1001, action=login
2023-10-02 00:15:03, user_id=1001, action=view_page
2023-10-02 00:15:44, user_id=1001, action=login
2023-10-02 00:19:39, user_id=1005, action=view_page
2023-10-02 00:21:06, user_id=1001, action=view_page
2023-10-02 00:24:43, user_id=1005, action=login
2023-10-02 00:25:45, user_id=1003, action=view_page
2023-10-02 00:26:57, user_id=1005, action=logout
2023-10-02 00:28:09, user_id=1003, action=logout
2023-10-02 00:33:03, user_id=1002, action=view_page
2023-10-02 00:36:59, user_id=1004, action=view_page
2023-10-02 00:40:04, user_id=1005, action=view_page
2023-10-02 00:41:26, user_id=1003, action=view_page
2023-10-02 00:41:57, user_id=1002, action=logout
2023-10-02 00:43:57, user_id=1002, action=logout
2023-10-02 00:46:26, user_id=1002, action=logout
2023-10-02 00:48:47, user_id=1003, action=login
2023-10-02 00:51:30, user_id=1002, action=logout
2023-10-02 00:53:12, user_id=1003, action=logout
2023-10-02 00:56:40, user_id=1002, action=login
2023-10-02 01:00:24, user_id=1001, action=view_page
2023-10-02 01:05:17, user_id=1005, action=login
2023-10-02 01:09:20, user_id=1002, action=view_page
2023-10-02 01:13:55, user_id=1003, action=view_page
2023-10-02 01:18:20, user_id=1005, action=view_page
2023-10-02 01:23:12, user_id=1001, action=login
2023-10-02 01:24:23, user_id=1001, action=logout
2023-10-02 01:27:19, user_id=1003, action=view_page
2023-10-02 01:28:55, user_id=1005, action=logout
2023-10-02 01:33:21, user_id=1002, action=login
2023-10-02 01:36:59, user_id=1005, action=logout
2023-10-02 01:37:50, user_id=1002, action=logout
2023-10-02 01:40:53, user_id=1001, action=login
2023-10-02 01:45:24, user_id=1001, action=view_page
2023-10-02 01:48:28, user_id=1002, action=view_page
2023-10-02 01:52:24, user_id=1002, action=view_page
2023-10-02 01:54:41, user_id=1002, action=view_page
2023-10-02 01:55:49, user_id=1005, action=view_page
2023-10-02 01:58:49, user_id=1003, action=login
2023-10-02 02:03:35, user_id=1003, action=login
2023-10-02 02:08:04, user_id=1001, action=logout
2023-10-02 02:10:29, user_id=1001, action=view_page
2023-10-02 02:10:46, user_id=1005, action=login
2023-10-02 02:15:27, user_id=1001, action=logout
2023-10-02 02:20:05, user_id=1003, action=login
2023-10-02 02:23:41, user_id=1001, action=login
2023-10-02 02:24:06, user_id=1005, action=logout
2023-10-02 02:28:38, user_id=1001, action=logout
2023-10-02 02:28:58, user_id=1003, action=logout
2023-10-02 02:32:48, user_id=1003, action=view_page
2023-10-02 02:33:41, user_id=1002, action=login
2023-10-02 02:34:23, user_id=1003, action=view_page
2023-10-02 02:37:35, user_id=1003, action=view_page
2023-10-02 02:40:52, user_id=1001, action=logout
2023-10-02 02:45:10, user_id=1005, action=login
2023-10-02 02:46:38, user_id=1005, action=login
2023-10-02 02:54:06, user_id=1002, action=view_page
2023-10-02 03:00:42, user_id=1004, action=view_page
2023-10-02 03:04:44, user_id=1005, action=view_page
2023-10-02 03:09:15, user_id=1005, action=logout
2023-10-02 03:12:59, user_id=1003, action=view_page
2023-10-02 03:14:28, user_id=1004, action=logout
2023-10-02 03:15:13, user_id=1002, action=login
2023-10-02 03:16:58, user_id=1002, action=view_page
2023-10-02 03:20:08, user_id=1001, action=login
2023-10-02 03:21:51, user_id=1005, action=logout
2023-10-02 03:23:26, user_id=1001, action=login
2023-10-02 03:27:32, user_id=1002, action=logout
2023-10-02 03:28:28, user_id=1002, action=login
2023-10-02 03:29:33, user_id=1001, action=view_page
2023-10-02 03:34:18, user_id=1005, action=login
2023-10-02 03:39:00, user_id=1003, action=logout
2023-10-02 03:42:34, user_id=1003, action=login
2023-10-02 03:43:46, user_id=1003, action=view_page
2023-10-02 03:47:58, user_id=1003, action=login
2023-10-02 03:52:22, user_id=1005, action=logout
2023-10-02 03:57:17, user_id=1003, action=view_page
2023-10-02 03:57:35, user_id=1002, action=login
2023-10-02 03:58:27, user_id=1005, action=logout
2023-10-02 04:02:23, user_id=1001, action=view_page
2023-10-02 04:02:39, user_id=1001, action=login
2023-10-02 04:03:09, user_id=1001, action=logout
2023-10-02 04:06:48, user_id=1002, action=view_page
2023-10-02 04:07:57, user_id=1003, action=view_page
2023-10-02 04:12:40, user_id=1004, action=login
2023-10-02 04:13:00, user_id=1005, action=view_page
2023-10-02 04:15:33, user_id=1003, action=view_page
2023-10-02 04:19:37, user_id=1005, action=logout
2023-10-02 04:20:52, user_id=1003, action=login
2023-10-02 04:22:03, user_id=1002, action=logout
2023-10-02 04:22:21, user_id=1002, action=login
2023-10-02 04:24:44, user_id=1002, action=logout
2023-10-02 04:27:09, user_id=1004, action=logout
2023-10-02 04:30:45, user_id=1002, action=view_page
2023-10-02 04:34:29, user_id=1003, action=login
2023-10-02 04:37:51, user_id=1001, action=view_page
2023-10-02 04:40:46, user_id=1002, action=login
2023-10-02 04:42:27, user_id=1002, action=view_page
2023-10-02 04:46:46, user_id=1003, action=logout
2023-10-02 04:48:31, user_id=1003, action=logout
2023-10-02 04:49:54, user_id=1005, action=logout
2023-10-02 04:52:34, user_id=1002, action=login
2023-10-02 04:56:05, user_id=1002, action=view_page
2023-10-02 04:59:33, user_id=1004, action=login
2023-10-02 05:04:28, user_id=1005, action=login
2023-10-02 05:05:17, user_id=1005, action=logout
2023-10-02 05:06:24, user_id=1004, action=logout
2023-10-02 05:09:51, user_id=1002, action=login
2023-10-02 05:10:58, user_id=1003, action=logout
2023-10-02 05:11:17, user_id=1004, action=login
2023-10-02 05:12:26, user_id=1003, action=logout
2023-10-02 05:16:07, user_id=1003, action=logout
2023-10-02 05:19:39, user_id=1003, action=login
2023-10-02 05:21:00, user_id=1002, action=view_page
2023-10-02 05:23:50, user_id=1001, action=login
2023-10-02 05:26:48, user_id=1002, action=view_page
2023-10-02 05:29:36, user_id=1002, action=view_page
2023-10-02 05:32:33, user_id=1002, action=logout
2023-10-02 05:33:10, user_id=1001, action=view_page
2023-10-02 05:40:57, user_id=1004, action=view_page
2023-10-02 05:42:07, user_id=1003, action=view_page
2023-10-02 05:45:03, user_id=1002, action=logout
2023-10-02 05:49:03, user_id=1001, action=login
2023-10-02 05:53:30, user_id=1003, action=logout
2023-10-02 05:57:49, user_id=1002, action=login
2023-10-02 06:00:27, user_id=1001, action=logout
2023-10-02 06:01:09, user_id=1004, action=view_page
2023-10-02 06:02:00, user_id=1002, action=view_page
2023-10-02 06:05:35, user_id=1002, action=logout
2023-10-02 06:08:22, user_id=1005, action=login
2023-10-02 06:12:05, user_id=1002, action=view_page
2023-10-02 06:15:28, user_id=1005, action=login
2023-10-02 06:17:25, user_id=1005, action=logout
2023-10-02 06:18:48, user_id=1002, action=logout
2023-10-02 06:21:31, user_id=1001, action=login
2023-10-02 06:24:06, user_id=1003, action=login
2023-10-02 06:27:59, user_id=1002, action=logout
2023-10-02 06:32:14, user_id=1002, action=view_page
2023-10-02 06:37:07, user_id=1003, action=logout
2023-10-02 06:39:05, user_id=1001, action=login
2023-10-02 06:44:02, user_id=1005, action=logout
2023-10-02 06:47:09, user_id=1002, action=view_page
2023-10-02 06:50:17, user_id=1001, action=view_page
2023-10-02 06:53:45, user_id=1003, action=logout
2023-10-02 06:55:05, user_id=1001, action=view_page
2023-10-02 06:56:26, user_id=1002, action=logout
2023-10-02 06:59:24, user_id=1004, action=logout
2023-10-02 07:01:53, user_id=1005, action=view_page
2023-10-02 07:02:28, user_id=1002, action=logout
2023-10-02 07:05:08, user_id=1004, action=login
2023-10-02 07:07:27, user_id=1003, action=login
2023-10-02 07:11:13, user_id=1001, action=view_page
2023-10-02 07:16:38, user_id=1004, action=view_page
2023-10-02 07:17:34, user_id=1001, action=view_page
2023-10-02 07:22:11, user_id=1003, action=login
2023-10-02 07:26:25, user_id=1004, action=logout
2023-10-02 07:26:43, user_id=1004, action=login
2023-10-02 07:29:29, user_id=1005, action=logout
2023-10-02 07:31:01, user_id=1004, action=logout
2023-10-02 07:35:11, user_id=1003, action=view_page
2023-10-02 07:36:21, user_id=1003, action=logout
2023-10-02 07:36:39, user_id=1003, action=view_page
2023-10-02 07:38:57, user_id=1001, action=view_page
2023-10-02 07:39:39, user_id=1005, action=logout
2023-10-02 07:41:39, user_id=1005, action=login
2023-10-02 07:45:24, user_id=1002, action=logout
2023-10-02 07:46:35, user_id=1001, action=login
2023-10-02 07:47:20, user_id=1002, action=login
2023-10-02 07:49:50, user_id=1001, action=login
2023-10-02 07:53:35, user_id=1001, action=login
2023-10-02 07:54:00, user_id=1001, action=logout
2023-10-02 07:56:21, user_id=1001, action=logout
2023-10-02 07:57:18, user_id=1002, action=login
2023-10-02 08:00:22, user_id=1005, action=login
2023-10-02 08:03:04, user_id=1003, action=logout
2023-10-02 08:06:57, user_id=1001, action=view_page
2023-10-02 08:07:48, user_id=1002, action=view_page
2023-10-02 08:08:31, user_id=1002, action=view_page
2023-10-02 08:10:35, user_id=1001, action=view_page
2023-10-02 08:15:11, user_id=1001, action=view_page
2023-10-02 08:18:03, user_id=1005, action=login
2023-10-02 08:19:08, user_id=1005, action=logout
2023-10-02 08:21:55, user_id=1003, action=login
2023-10-02 08:23:56, user_id=1001, action=logout
2023-10-02 08:25:00, user_id=1002, action=view_page
2023-10-02 08:25:31, user_id=1003, action=view_page
2023-10-02 08:30:31, user_id=1005, action=login
2023-10-02 08:32:24, user_id=1004, action=login
2023-10-02 08:32:48, user_id=1005, action=login
2023-10-02 08:36:14, user_id=1001, action=logout
2023-10-02 08:44:17, user_id=1001, action=login
2023-10-02 08:48:29, user_id=1003, action=login
2023-10-02 08:53:26, user_id=1005, action=login
2023-10-02 08:56:59, user_id=1003, action=logout
2023-10-02 08:58:40, user_id=1005, action=login
2023-10-02 09:03:07, user_id=1004, action=logout
2023-10-02 09:05:47, user_id=1002, action=login
2023-10-02 09:06:28, user_id=1005, action=view_page
2023-10-02 09:15:36, user_id=1001, action=view_page
2023-10-02 09:16:28, user_id=1003, action=login
2023-10-02 09:16:44, user_id=1003, action=logout
2023-10-02 09:17:14, user_id=1003, action=logout
2023-10-02 09:19:34, user_id=1005, action=logout
2023-10-02 09:22:01, user_id=1003, action=login
2023-10-02 09:27:50, user_id=1003, action=view_page
2023-10-02 09:30:17, user_id=1001, action=logout
2023-10-02 09:31:09, user_id=1002, action=view_page
2023-10-02 09:31:28, user_id=1001, action=view_page
2023-10-02 09:35:37, user_id=1005, action=view_page
2023-10-02 09:37:51, user_id=1005, action=logout
